code;name;country_id;icao
JIA;Juina;BR;SWJN
SWE;Siwea;PG;AYEW
SWG;Satwag;PG;AYSW
SWR;Silur;PG;AYZI
STZ;Confresa;BR;SWST
NAI;Annai;GY;SYAN
LUB;Lumid Pau;GY;SYLP
LTM;Lethem;GY;SYLT
MYM;Monkey Mountain;GY;SYMM
KRM;Karanambo;GY;SYKR
AHL;Aishalton;GY;SYAH
AZL;Fazenda Tucunare Airport;BR;SWTU
KKG;Konawaruk;GY;SYKZ
MHA;Mahdia;GY;SYMD
BGI;Grantley Adams International Airport;BB;TBPB
ORJ;Orinduik;GY;SYOR
TDS;Sasereme;PG;AYSS
TFB;Tifalmin;PG;AYTH
BMJ;Baramita;GY;SYBR
KAR;Kamarang;GY;SYKM
PRR;Paruima;GY;SYPR
KRG;Karasabai;GY;SYKS
KTO;Kato;GY;SYKT
TBA;Tabibuga;PG;
SKM;Skeldon;GY;SYSK
SFG;Esperance Airport;MF;TFFG
TBQ;Tarabo;PG;AYTR
DCF;Canefield Airport;DM;TDCF
DOM;Melville Hall Airport;DM;TDPD
GFO;Bartica;GY;SYBT
TDB;Tetabedi;PG;AYTF
IMB;Imbaimadai;GY;SYIB
SXP;Sheldon Sea Plane Base;US;
SYB;Seal Bay;US;
SYF;Silva Bay;CA;
TCT;Takotna;US;PPCT
SXH;Sehulea;PG;AYSL
NGD;Captain Auguste George;VG;TUPA
THW;Harbour SPB;LK;
TIG;Tingwon;PG;
TLP;Tumolbil;PG;AYQL
TLT;Tuluksak Airport;US;TLT
ARE;Arecibo;PR;TJAB
AUA;Reina Beatrix International Airport;AW;TNCA
AXA;Clayton J. Lloyd International Airport;AI;TQPF
CRU;Carriacou Island;GD;TGPZ
TKL;Taku SPB;US;TKL
EIS;Terrance B. Lettsome International Airport;VG;TUPJ
TNW;Jumandy;EC;SEJD
TOK;Torokina;PG;
TOV;West End SPB;VG;
TSG;Intermediate;US;TSG
TSI;Tsili Tsili;PG;
TUT;Tauta;PG;
MQJ;Moma;RU;UEMA
UNI;Union Island;VC;TVSU
BDA;L.F. Wade International Airport;BM;TXKF
BQU;J. F. Mitchell;VC;TVSB
TZO;Tsimiroro;MG;
CIW;Canouan Island;VC;TVSC
CMJ;Chi Mei;TW;RCCM
KVM;Markovo Airport;RU;UHMO
AEM;Amgu;RU;UHTG
BVV;Burevestnik AFB;RU;UHSB
EDN;Enterprise Muni Airport;US;UHWE
UGB;Ugashik Bay;US;UGB
SBT;Sabetta;RU;USDA
LHU;Lianshulu;NA;
KKQ;Krasnoselkup;RU;USDP
AAQ;Anapa Airport;RU;URKA
BNH;Barnes;US;MA87
USO;Usino;PG;
GMV;Monument Valley;US;UT25
UUU;Manumu;PG;
ULV;Baratayevka;RU;UWLL
UZM;Hope Bay;CA;
SVV;San Salvador De;VE;
KCT;Koggala Airport;LK;VCCK
ADP;Ampara;LK;VCCG
BTC;Batticaloa;LK;VCCB
DEP;Deparizo;IN;VEDZ
HRI;Mattala Rajapaksa International Airport;LK;VCRI
IXH;Kailashahar;IN;VEKR
KTV;Kamarata;VE;SVKM
SPB;SPB;VI;VI22
SSB;SPB;VI;VI32
VIV;Vivigani;PG;
AGR;Kheria;IN;VIAG
AIP;Ailinglapalap Island;MH;VIAX
AOU;Attopeu;LA;VLAP
HOE;Houeisay;LA;VLHS
LUA;Lukla;NP;VNLK
MFM;Macau International Airport;MO;VMMC
KTM;Tribhuvan International Airport;NP;VNKT
TPJ;Taplejung Suketar;NP;VNTJ
PPL;Phaplu;NP;VNPL
RHP;Ramechhap;NP;VNRC
BHP;Bhojpur;NP;VNBJ
BHR;Bharatpur Airport;NP;VNBP
BJH;Bajhang;NP;VNBG
BJU;Bajura Airport;NP;VNBR
DNP;Dang;NP;VNDG
DOP;Dolpa;NP;VNDP
JIR;Jiri;NP;VNJI
TMI;Tumling Tar Airport;NP;VNTR
BKK;Suvarnabhumi Airport;TH;VTBS
CBD;Car Nicobar;IN;VOCX
GKK;Kooddoo Airport;MV;VRMO
NYU;Nyaung U Airport;MM;VYBG
GWA;Gwa;MM;VYGW
HEH;Heho Airport;MM;VYHH
HKT;Phuket International Airport;TH;VTSP
KOP;Nakhon Phanom Airport;TH;VTUW
KET;Keng Tung Airport;MM;VYKG
KYP;Kyaukpyu Airport;MM;VYKP
LSH;Lashio;MM;VYLS
KAW;Kawthaung Airport;MM;VYKT
AKY;Civil Airport;MM;VYSW
BUI;Bokondini;ID;WAJB
MDL;Mandalay International Airport;MM;VYMD
FBS;Friday Harbor SPB;US;W33
KOX;Kokonao;ID;WABN
ILA;Illaga;ID;WABL
MGK;Mong Ton;MM;VYMT
NBX;Nabire;ID;WABI
PRU;Prome;MM;VYPY
PAU;Pauk;MM;VYPK
RCE;Roche Harbor;US;WA09
RSJ;Rosario SPB;US;W49
WAD;Andriamena;MG;
WAB;Wabag;PG;
MDP;Mindiptana;ID;WAKD
LII;Mulia;ID;WABQ
UBR;Ubrub;ID;WAJU
MKQ;Mopah Airport;ID;WAKK
KEI;Kepi;ID;WAKP
KWB;Karimunjawa;ID;WARU
BEJ;Kalimarau Airport;ID;WAQT
BJK;Benjina;ID;WAPK
BYQ;Bunyu;ID;WALV
MAL;Mangole;ID;WAPE
LUV;Langgur Airport;ID;WAPF
DOB;Dobo Airport;ID;WAPD
DTD;Datadawai;ID;WALJ
GLX;Galela;ID;WAMA
OKL;Oksibil;ID;WAJO
LSU;Long Sukang;MY;WBGU
KDI;Haluoleo Airport;ID;WAWW
MKM;Mukah Airport;MY;WBGK
KPI;Kapit;MY;WBGP
LDU;Lahad Datu Airport;MY;WBKD
KGU;Keningau;MY;WBKG
LBU;Labuan Airport;MY;WBKL
KSR;Federal No 1;US;WAWH
BBN;Bario Airport;MY;WBGZ
BKM;Bakalalan;MY;WBGQ
BSE;Sematan;MY;WBGN
BUW;Baubau Airport;ID;WAWB
BXB;Babo;ID;WASO
MUR;Marudi Airport;MY;WBGM
LGL;Long Lellang;MY;WBGF
MZV;Mulu Airport;MY;WBMU
PAY;Pamol;MY;WBKP
RNU;Ranau;MY;WBKR
WBB;Stebbins Airport;US;WBB
WBC;Wapolu;PG;AYWJ
BTH;Hang Nadim International Airport;ID;WIDD
MWK;Matak;ID;WIOM
LMU;Letung Airport;ID;WIDL
GNS;Gunungsitoli Airport;ID;WIMB
PKU;Sultan Syarif Kasim II International Airport;ID;WIBB
WGU;Wagau;PG;
WED;Wedau;PG;
MPB;Miami Sea Plane Base;US;X44
QPG;Paya Lebar;SG;WSAP
PKG;Pangkor Airport;MY;WMPA
ABU;Haliwen Airport;ID;WATA
AUT;Atauro;ID;WPAT
RDN;LTS Pulau Redang;MY;WMPR
DTR;Decatur Island;US;WN07
XSP;Seletar;SG;WSSL
UGI;Uganik;US;
XBB;Blubber Bay;CA;
AAB;Arrabury Airport;AU;YARY
BKP;Barkly Downs;AU;YBAW
ABG;Abingdon;AU;YABI
ABH;Alpha;AU;YAPH
ADO;Andamooka;AU;YAMK
BKQ;Blackall Airport;AU;YBCK
BQW;Balgo Hills;AU;YBGO
AMT;Amata;AU;YAMT
AMX;Ammaroo;AU;YAMM
ASP;Alice Springs Airport;AU;YBAS
BRK;Bourke;AU;YBKE
AUD;Augustus Downs;AU;YAGD
AUU;Aurukun Mission;AU;YAUR
MRP;Marla;AU;YALA
YAJ;Lyall Harbour;CA;
BXF;Belburn;AU;YBEB
BZP;Bizant;AU;YBIZ
CTL;Charleville Airport;AU;YBCV
GYL;Argyle;AU;YARG
YAQ;Maple Bay;CA;
YBH;Bull Harbour;CA;
YBJ;Baie Johan Beetz;CA;
AVG;Auvergne;AU;YAUV
AWN;Alton Downs;AU;YADS
AWP;Austral Downs Airport;AU;YAUS
AXC;Aramac;AU;YAMC
AXL;Alexandria;AU;YALX
AYL;Anthony Lagoon;AU;YANL
AYQ;Connellan Airport;AU;YAYE
BCI;Barcaldine Airport;AU;YBAR
BDD;Badu Island;AU;YBAU
BEE;Beagle Bay;AU;YBGB
BEU;Bedourie;AU;YBIE
BFC;Bloomfield;AU;YBMD
BIW;Billiluna;AU;YBIL
CMA;Cunnamulla;AU;YCMU
BIP;Bulimba;AU;YBWM
BME;Broome Airport;AU;YBRM
BMP;Brampton Island;AU;YBPI
BOX;Borroloola;AU;YBRL
PPP;Whitsunday Coast Airport;AU;YBPN
NIF;Nifty Airport;AU;YCNF
ODL;Cordillo Downs;AU;YCOD
DCN;RAAF Curtin;AU;YCIN
YBQ;Telegraph Harbour;CA;
YCF;Cortes Bay;CA;
LLG;Chillagoe;AU;YCGO
BRT;Bathurst Island;AU;YBTI
BTD;Brunette Downs;AU;YBRU
BVW;Batavia Downs;AU;YBTV
BVZ;Beverley Springs;AU;YBYS
BWB;Barrow Island;AU;YBWX
BYP;Barimunya Airport;AU;YBRY
BZD;Balranald;AU;YBRN
CBI;Cape Barren Island;AU;YCBN
CBX;Condobolin;AU;YCDO
CBY;Canobie;AU;YCBE
CCL;Chinchilla;AU;YCCA
CED;Ceduna Airport;AU;YCDU
CFH;Clifton Hills;AU;YCFH
CFI;Camfield;AU;YCFD
CKI;Croker Island;AU;YCKI
CML;Camooweal;AU;YCMW
CMQ;Clermont;AU;YCMT
CNC;Coconut Island;AU;YCCT
CNJ;Cloncurry Airport;AU;YCCY
CPD;Coober Pedy Airport;AU;YCBP
CRB;Collarenebri;AU;YCBR
NLF;Darnley Island;AU;YDNI
KCE;Collinsville;AU;YCSV
CCW;Cowell;AU;YCWL
CDA;Cooinda;AU;YCOO
CDQ;Croydon;AU;YCRY
CFP;Carpentaria Downs;AU;YCPN
CJF;Coondewanna Airport;AU;YCWA
COY;Coolawanyah;AU;YCWY
CUG;Cudal;AU;YCUA
CUQ;Coen;AU;YCOE
CUY;Cue;AU;YCUE
CWR;Cowarie;AU;YCWI
CXQ;Christmas Creek;AU;YCRK
CYG;Corryong;AU;YCRG
DDN;Delta Downs;AU;YDLT
DFP;Drumduff;AU;YDDF
DGD;Dalgaranga;AU;YDGA
DHD;Durham Downs;AU;YDRH
DKI;Dunk Island;AU;YDKI
DKV;Docker River;AU;YDVR
DLK;Dulkaninna;AU;YDLK
DMD;Doomadgee Airport;AU;YDMG
DNB;Dunbar;AU;YDBR
DNG;Doongan;AU;YDGN
DOX;Dongara;AU;YDRA
DPO;Devonport Airport;AU;YDPO
DRB;Derby;AU;YDBY
DRD;Dorunda Station;AU;YDOR
DRN;Dirranbandi;AU;YDBI
DRR;Durrie;AU;YDRI
KFE;Fortescue Dave Forrest;AU;YFDF
FOS;Forrest;AU;YFRT
FVL;Flora Valey;AU;YFLO
FVR;Forrest River Airport;AU;YFRV
YGE;Gorge Harbor;CA;
GBL;Goulburn Island;AU;YGBI
YGN;Greenway Sound;CA;CYGN
FIK;Finke;AU;YFNE
FIZ;Fitzroy Crossing;AU;YFTZ
FLY;Finley;AU;YFIL
GBP;Gamboola;AU;YGAM
GBV;Gibb River;AU;YGIB
GBW;Ginbata Airport;AU;YGIA
GDD;Gordon Downs;AU;YGDN
GEE;George Town;AU;YGTO
GGD;Gregory Downs;AU;YGDS
GLG;Glengyle;AU;YGLE
GLM;Glenormiston;AU;YGLO
GLT;Gladstone Airport;AU;YGLA
GPD;Mount Gordon Mine;AU;YGON
GSC;Gascoyne Junction;AU;YGSC
GTE;Alyangula Airport;AU;YGTE
GTT;Georgetown Airport;AU;YGTN
GVP;Greenvale;AU;YGNV
HAT;Heathlands;AU;YHTL
HLL;Hillside;AU;YHIL
HMG;Hermannsburg;AU;YHMB
INM;Innamincka;AU;YINN
KUG;Kubin Island;AU;YKUB
IRG;Lockhart River;AU;YLHR
ISI;Isisford;AU;YISF
UBU;Kalumburu;AU;YKAL
KDB;Kambalda;AU;YKBL
KBY;Streaky Bay;AU;YKBY
IVW;Inverway;AU;YINW
KCS;Kings Creek Station;AU;YKCS
KRA;Kerang;AU;YKER
JAB;Jabiru;AU;YJAB
KFG;Kalkurung;AU;YKKG
KOH;Koolatah;AU;YKLA
KKP;Koolburra;AU;YKLB
JCK;Julia Creek;AU;YJLC
KML;Kamileroi;AU;YKML
LZR;Lizard Island;AU;YLZI
KPP;Kalpowar;AU;YKPR
LWH;Lawn Hill;AU;YLAH
LTP;Lyndhurst;AU;YLHS
KRD;Kurundi;AU;YKUR
LGH;Leigh Creek;AU;YLEC
LNH;Lake Nash;AU;YLKN
LOC;Lock;AU;YLOK
LFP;Lakefield;AU;YLFD
LTV;Lotusvale;AU;YLOV
LIB;Limbunya;AU;YLIM
BBL;Ballera Airport;AU;YLLE
LKD;Lakeland Downs;AU;YLND
LUU;Laura;AU;YLRA
YLP;Mingan;CA;
LUT;Laura Station;AU;YLRS
LVO;Laverton;AU;YLTN
LER;Leinster;AU;YLST
MRG;Mareeba;AU;YMBA
MBB;Marble Bar;AU;YMBL
LNO;Leonora;AU;YLEO
JUN;Jundah;AU;YJDA
KBJ;Kings Canyon;AU;YKCA
KBB;Kirkimbie;AU;YKIR
KRB;Karumba Airport;AU;YKMB
KWM;Kowanyama;AU;YKOW
KGC;Kingscote Airport;AU;YKSC
YKT;Klemtu;CA;
LEL;Lake Evella;AU;YLEV
LOA;Lorraine;AU;YLOR
UBB;Mabuiag Island;AU;YMAA
ONR;Monkira;AU;YMNK
GSN;Mount Gunson;AU;YMGN
OXY;Morney;AU;YMNY
OOR;Mooraberree;AU;YMOO
ONG;Mornington Airport;AU;YMTI
NMR;Nappa Merry;AU;YNAP
UTB;Muttaburra;AU;YMTB
MFP;Manners Creek;AU;YMCR
MKR;Meekatharra;AU;YMEK
MLV;Merluna;AU;YMEU
MGT;Milingimbi;AU;YMGB
MGV;Margaret River;AU;YMGR
MNG;Maningrida Airport;AU;YMGD
MHO;Mount House;AU;YMHO
MCV;Mcarthur River Airport;AU;YMHU
MNQ;Monto;AU;YMTO
MIH;Mitchell Plateau;AU;YMIP
MTQ;Mitchell;AU;YMIT
MNW;Macdonald Downs;AU;YMDS
MMG;Mount Magnet;AU;YMOG
MSF;Mount Swan;AU;YMNS
MET;Moreton;AU;YMOT
MQE;Marqua;AU;YMQA
MTD;Mt Sandford;AU;YMSF
MIY;Mittiebah;AU;YMTA
MUQ;Muccan;AU;YMUC
MNE;Mungeranie;AU;YMUG
MVK;Mulka;AU;YMUK
MUP;Mulga Park;AU;YMUP
MKV;Mt Cavenagh;AU;YMVG
MWT;Moolawatana;AU;YMWT
MXD;Marion Downs;AU;YMWX
RRE;Marree;AU;YMRE
WME;Mount Keith;AU;YMNE
YOI;Opinaca;CA;
RPM;Ngukurr;AU;YNGU
PXH;Prominent Hill;AU;YPMH
NAA;Narrabri;AU;YNBR
ABM;Northern Peninsula Airport;AU;YNPE
MOO;Moomba;AU;YOOM
KNX;Kununurra Airport;AU;YPKU
UTD;Nutwood Downs;AU;YNUT
EDR;Edward River;AU;YPMP
GOV;Nhulunbuy Airport;AU;YPGV
NLS;Nicholson;AU;YNIC
NMP;New Moon;AU;YNMN
NPP;Napperby;AU;YNPB
NSM;Norseman;AU;YNSM
LEA;Learmonth Airport;AU;YPLM
NUR;Nullarbor;AU;YNUB
NLL;Nullagine;AU;YNUL
NTN;Normanton Airport;AU;YNTN
NUB;Numbulwar;AU;YNUM
ODD;Oodnadatta;AU;YOOD
OLP;Olympic Dam Airport;AU;YOLD
OSO;Osborne Mine;AU;YOSB
KTR;Tindal;AU;YPTN
ODR;Ord River;AU;YORV
PBO;Paraburdoo Airport;AU;YPBO
PKT;Port Keats;AU;YPKT
PQQ;Port Macquarie Airport;AU;YPMQ
PHE;Port Hedland International Airport;AU;YPPD
PDN;Parndana;AU;YPDA
PDE;Pandie Pandie;AU;YPDI
PRD;Pardoo;AU;YPDO
OYN;Ouyen;AU;YOUY
PEA;Penneshaw;AU;YPSH
YQJ;April Point SPB;CA;
ULP;Quilpie;AU;YQLP
TDR;Theodore;AU;YTDR
CDU;Camden;AU;YSCN
TQP;Trepell Airport;AU;YTEE
NDS;Sandstone;AU;YSAN
MJK;Shark Bay;AU;YSHK
RMA;Roma Airport;AU;YROM
RCM;Richmond;AU;YRMD
ROH;Robinhood;AU;YROB
SBR;Saibai Island;AU;YSII
RPB;Roper Bar;AU;YRRB
RTP;Rutland Plains;AU;YRTP
RHL;Roy Hill;AU;YRYH
RSB;Roseberth;AU;YRSB
SHU;Smith Point;AU;YSMP
SGP;Shay Gap;AU;YSHG
SCG;Spring Creek;AU;YSPK
STH;Strathmore;AU;YSMR
SRN;Strahan;AU;YSRN
KSV;Springvale;AU;YSPV
SYD;Sydney (Kingsford Smith) Airport;AU;YSSY
SQC;Southern Cross;AU;YSCR
STF;Stephen Island;AU;YSTI
SSP;Silver Plains;AU;YSVP
TBL;Tableland;AU;YTAB
TBK;Timber Creek;AU;YTBR
CZY;Cluny;AU;YUNY
GTS;Granites;AU;YTGT
MFL;Mount Full Stop;AU;YWDV
PHQ;The Monument Airport;AU;YTMO
TKY;Turkey Creek;AU;YTKY
TYB;Tibooburra;AU;YTIB
OKR;Yorke Island;AU;YYKI
SYU;Warraber Island;AU;YWBS
TXR;Tanbar;AU;YTNB
TTX;Mungalalu Truscott Airbase;AU;YTST
WNR;Windorah;AU;YWDH
THG;Thangool;AU;YTNG
KYF;Yeelirrie;AU;YYLR
VNR;Vanrook;AU;YVRS
WON;Wondoola;AU;YWDL
WAV;Kalkgurung;AU;YWAV
WND;Windarra;AU;YWDA
WUN;Wiluna;AU;YWLU
WLO;Waterloo;AU;YWTL
WIT;Wittenoom;AU;YWIT
WLA;Wallal;AU;YWAL
TEF;Telfer Airport;AU;YTEF
TDN;Theda Station;AU;YTHD
TYG;Thylungra;AU;YTHY
TYP;Tobermorey;AU;YTMY
WWI;Woodie Woodie;AU;YWWI
PEK;Beijing Capital International Airport;CN;ZBAA
ORR;Yorketown;AU;YYOR
BHY;Beihai Fucheng Airport;CN;ZGBH
KKI;Spb;US;Z13
SJW;Shijiazhuang Daguocun Airport;CN;ZBSJ
BPE;Qinhuangdao Beidaihe Airport;CN;ZBDH
KBC;Birch Creek;US;Z91
TDT;Tanda Tula;ZA;FATD
CAN;Guangzhou Baiyun International Airport;CN;ZGGG
KHO;Khoka Moya;ZA;
TSN;Tianjin Binhai International Airport;CN;ZBTJ
ZDY;Delma Island Airport;AE;OMDL
KYI;Yalata Mission;AU;YYTA
KBW;Chignik Bay;US;Z78
CIF;Chifeng Airport;CN;ZBCF
CSX;Changsha Huanghua Airport;CN;ZGHA
CZC;Copper Centre;US;Z93
CZP;Cape Pole;US;Z71
DYG;Zhangjiajie Hehua Airport;CN;ZGDY
HZV;Hazyview;ZA;
INY;Inyati;ZA;
JBT;City Landing;US;Z59
LYA;Luoyang Beijiao Airport;CN;ZHLY
NNG;Nanning Airport;CN;ZGNN
SYX;Sanya Phoenix International Airport;CN;ZJSY
ZHY;Zhongwei Airport;CN;ZLZW
NNY;Nanyang Airport;CN;ZHNY
BAR;Baker AAF;US;ZJQH
CGO;Zhengzhou Xinzheng Airport;CN;ZHCC
COQ;Choibalsan;MN;ZMCD
SIA;Xi'an Xiguan Airport;CN;ZLSN
DNH;Dunhuang Airport;CN;ZLDH
HAK;Haikou Airport;CN;ZJHK
SWA;Jieyang Chaoshan Airport;CN;ZGOW
WUH;Wuhan Tianhe International Airport;CN;ZHHH
WOS;Wonsan;KP;ZKWS
LHW;Lanzhou Zhongchuan International Airport;CN;ZLLL
LUM;Dehong Mangshi Airport;CN;ZPMS
TAO;Qingdao Liuting International Airport;CN;ZSQD
ULN;Chinggis Khaan International Airport;MN;ZMUB
FOC;Changle International Airport;CN;ZSFZ
HFE;Hefei Xinqiao Airport;CN;ZSOF
HGH;Hangzhou Xiaoshan International Airport;CN;ZSHC
ZNU;Namu;CA;
HJT;Khujirt;MN;ZMHU
JIU;Jiujiang;CN;ZSJJ
URC;Urumqi Diwopu International Airport;CN;ZWWW
IQM;Qiemo Airport;CN;ZWCM
KGT;Kangding Airport;CN;ZUKD
NGQ;Ngari Gunsa/Ali Kunsha;CN;ZUAL
KRY;Karamay Airport;CN;ZWKM
YUS;Yushu Batang Airport;CN;ZYLS
YNJ;Yanji Chaoyangchuan Airport;CN;ZYYJ
MCC;Mcclellan AFB;US;KMCC
MCD;Mackinac Island;US;KMCD
MCI;Kansas City International Airport;US;KMCI
MCO;Orlando International Airport;US;KMCO
MCA;Macenta;GN;GUMA
JSJ;Jiansanjiang Shidi Airport;CN;ZYJS
LDS;Yichun Shi Airport;CN;ZYLD
MCB;Pike County;US;KMCB
MCQ;Miskolc;HU;LHMC
MCH;Machala;EC;SEMH
JNZ;Liaoning Province Airport;CN;ZYJZ
JXA;Jixi Airport;CN;ZYJX
DLC;Dalian Zhoushuizi International Airport;CN;ZYTL
FYJ;Fuyuan Dongji Airport;CN;ZYFY
HEK;Heihe Airport;CN;ZYHE
HRB;Harbin Taiping International Airport;CN;ZYHB
JIL;Jilin;CN;ZYJL
JMU;Jiamusi Airport;CN;ZYJM
MCK;Mc Cook Airport;US;KMCK
MCM;Fontvieille Heliport;MC;
MCR;Melchor De Menco;GT;
MCU;Gueret (Lepaud);FR;LFBK
MCW;Mason City Airport;US;KMCW
MFU;Mfuwe;ZM;FLMF
MFX;Meribel;FR;LFKX
MFY;Mayfa'ah;YE;
MGA;Augusto C Sandino International Airport;NI;MNMG
MGB;Mount Gambier Airport;AU;YMTG
MGC;Michigan City Airport;US;KMGC
MGF;Regional De Maringa;BR;SBMG
MGH;Margate Airport;ZA;FAMG
MGI;Aransas National Wildlife Refuge;US;
MGJ;Orange County;US;KMGJ
MFV;Accomack County;US;KMFV
MGL;Moenchen-gl. - Dus Exp;DE;EDLN
MHN;Mullen;US;
MGN;Baracoa;CO;SKMG
MGO;Manega;GA;
MGU;Manaung;MM;VYMN
MGW;Morgantown Airport;US;KMGW
MGY;Dayton-Wright Brothers Airport;US;KMGY
MHE;Municipal;US;KMHE
MHI;Musha;DJ;HDMO
MHL;Memorial Municipal;US;KMHL
MHP;Minsk International 1;BY;UMMM
MHS;Rep;US;KMHS
MIU;Maiduguri;NG;DNMA
MHU;Mount Hotham;AU;YHOT
MHV;Kern County;US;KMHV
MIV;Millville;US;KMIV
MHZ;Mildenhall Airport;GB;EGUN
MJP;Manjimup;AU;YMJM
MIE;Delaware County;US;KMIE
MOH;Maleo Airport;ID;
MIF;Roy Hurd Memorial;US;E01
MIG;Mianyang Nanjiao Airport;CN;ZUMY
MII;Dr Gastao Vidigal Airport;BR;SBML
MIJ;Mili Island;MH;MLIP
MIO;Miami;US;
MJS;Maganja Da Costa;MZ;
MJT;Mytilene International Airport;GR;LGMT
MJU;Tampa Padang Airport;ID;WAWJ
MJV;Murcia-San Javier Airport;ES;LELC
MJW;Mahenye;ZW;FVMH
MJX;Robert J. Miller;US;KMJX
MJY;Mangunjaya;ID;
MJZ;Mirnyj Airport;RU;UERR
MKA;Marianske Lazne;CZ;LKMR
MKC;Charles B. Wheeler Downtown Airport;US;KMKC
MKE;General Mitchell International Airport;US;KMKE
MKF;Mckenna AAF;US;
MKG;Muskegon Airport;US;KMKG
MKI;Mboki;CF;FEGE
MKJ;Makoua;CG;FCOM
MKK;Molokai Airport;US;PHMK
MKU;Makokou;GA;FOOK
MLA;Malta International Airport;MT;LMML
MKS;Mekane Selam;ET;HAMA
MKT;Municipal;US;
MLB;Orlando Melbourne International Airport;US;KMLB
MLD;Malad City;US;
MLT;Millinocket;US;
MLW;Sprigg Payne;LR;GLMR
MLX;Malatya Airport;TR;LTAT
MMA;Malmö Bulltofta Airport;DK;
MMC;Ciudad Mante;MX;MMDM
MLZ;Cerro Largo;UY;SUMO
MMB;Memanbetsu Airport;JP;RJCM
MMN;Minute Man Airfield;US;
MNH;Minneriya;LK;OOMN
MMI;McMinn County;US;KMMI
MMJ;Matsumoto Airport;JP;RJAF
MMS;Selfs;US;KMMS
MML;Municipal-Ryan Field;US;KMML
MMZ;Maimana;AF;OAMN
MMO;Vila Do Maio;CV;GVMA
MNK;Maiana;KI;NGMA
MNU;Maulmyine;MM;VYMM
MOF;Wai Oti Airport;ID;WATC
MNZ;Manassas Regional Airport/Harry P. Davis Field;US;KHEF
MOA;Orestes Acosta;CU;MUMO
MOG;Mong Hsat;MM;VYMS
MOD;Modesto Municipal Airport;US;KMOD
NDE;Mandera;KE;HKMA
MOJ;Moengo;SR;SMMO
MOM;Moudjeria;MR;GQNL
MOP;Municipal;US;
MOR;Moore-Murrell;US;
MOX;Municipal;US;
MOY;Monterrey;CO;
MOZ;Temae Airport;PF;NTTM
MPC;Muko-Muko;ID;WIPU
MPD;Mirpur Khas;PK;OPMP
MPI;Mamitupo;PA;
MPV;Edward F Knapp State;US;KMPV
MPW;Mariupol;UA;UKCM
MPZ;Municipal;US;KMPZ
MQA;Mandora;AU;YMDI
MQB;Municipal;US;KMQB
MQC;Miquelon Airport;PM;LFVM
MQF;Magnitogorsk Airport;RU;USCM
MQG;Midgard;NA;FYMG
MQH;Municipal;BR;SWIQ
MQI;Quincy;US;
MQL;Mildura Airport;AU;YMIA
MQM;Mardin Airport;TR;LTCR
MQN;Mo i Rana Airport;NO;ENRA
MQP;Kruger Mpumalanga International Airport;ZA;FAKN
MQD;Maquinchao;AR;SAVQ
MQR;Mosquera;CO;
MRS;Marseille Provence Airport;FR;LFML
MRU;Sir Seewoosagur Ramgoolam International Airport;MU;FIMP
MRV;Mineralnye Vody Airport;RU;URMM
MRW;Maribo;DK;EKMB
MRY;Monterey Regional Airport;US;KMRY
MRZ;Moree Airport;AU;YMOR
MSC;Falcon Field;US;KFFZ
MSD;Mt Pleasant;US;
MTK;Makin Island;KI;NGMN
MSE;Kent International;GB;EGMH
MSH;Masirah;OM;OOMA
MSI;Masalembo;ID;
MSJ;Misawa;JP;RJSM
MSL;Northwest Alabama Regional Airport;US;KMSL
MSM;Masi Manimba;CD;FZCV
MSN;Dane County Regional Airport;US;KMSN
MRX;Mahshahr Airport;IR;OIAM
MSX;Mossendjo;CG;FCMM
MUH;Mersa Matruh;EG;HEMM
MVE;Montevideo-Chippewa;US;KMVE
MTS;Matsapha International;SZ;FDMS
MTT;Minatitlan Airport;MX;MMMT
MTU;Montepuez;MZ;
MTW;Municipal;US;KMTW
MTX;Metro Field;US;MTF
MTY;Gen Mariano Escobedo Airport;MX;MMMY
MTZ;Masada;IL;LLMZ
MUC;Franz Josef Strauss Airport;DE;EDDM
MUD;Mueda;MZ;FQMD
MVR;Salam;CM;FKKL
MVS;Aeroporto Max Feffer;BR;SNMU
MVU;Musgrave;AU;YMGV
MVX;Minvoul;GA;FOGV
MVW;Skagit Regional;US;KBVS
MWD;Mianwali;PK;OPMI
MXF;Maxwell AFB;US;KMXF
MXR;Mirgorod;UA;
MWH;Grant County;US;KMWH
MWJ;Matthews Ridge;GY;SYMR
MWN;Mwadui;TZ;HTMD
MWQ;Magwe;MM;VYMW
MWS;Mount Wilson;US;
MWV;Mundulkiri;KH;VDMK
MXS;Maota Savaii Island;WS;NSMA
MXU;Mullewa;AU;YMWA
MXV;Moron;MN;ZMMN
MXX;Mora Airport;SE;ESKM
MXZ;Mei Xian Airport;CN;ZGMX
MXW;Mandalgobi;MN;ZMMG
MYB;Mayoumba;GA;FOOY
MYC;Maracay;VE;SVBS
MYE;Miyake Jima;JP;RJTQ
MYL;Mccall;US;KMYL
MYP;Mary Airport;TM;UTAM
MYQ;Mysore;IN;VOMY
MYT;Myitkyina Airport;MM;VYMK
MYZ;Monkey Bay;MW;FWMY
MZA;Mayor Pnp Nancy Flore Airport;PE;SPMF
MZC;Mitzic;GA;FOOM
MZW;Mechria;DZ;DAAY
MZU;Muzaffarpur;IN;VEMZ
MZX;Mena;ET;
MZZ;Marion;US;KMZZ
NAB;Albany NAS;US;
NAC;Naracoorte;AU;YNRC
